document,source_file,chapter,start_line,end_line,declared_content_type,candidate_content_type,candidate_content_type_source,candidate_official_profile,heading_context,heading_prerequisites,heading_procedure,heading_expected_result,heading_troubleshooting,heading_cleanup,heading_summary,heading_next_steps,role_objectives,role_examples,role_counterexamples,role_practice,role_acceptance,role_sources,numbered_step_count,stateful_candidate,code_fence_count,tagged_code_fence_count,untagged_code_fence_count,review_flags
10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,第 6 章：network 和服务互通,581,665,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,True,False,False,False,True,False,True,True,True,False,0,True,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_cleanup_for_stateful_work;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,第 7 章：docker compose 串起 P03,666,789,design-note,design-note,explicit_local_metadata,design-note,False,False,True,True,True,False,False,False,True,False,True,True,True,False,0,True,5,0,5,
10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,第 8 章：环境变量,790,860,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,第 9 章：日志和排查,861,927,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,False,False,False,False,True,False,False,True,True,False,0,True,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_cleanup_for_stateful_work;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,第 10 章：第一轮学习顺序,964,997,appendix,appendix,explicit_local_metadata,appendix,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,True,0,0,0,
10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,10_学习模块\M07_Docker与容器化\M07_Docker与容器化_适配教材.md,第 11 章：外部资料怎么用,998,1025,reference,reference,explicit_local_metadata,reference,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,True,0,0,0,
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 1 章：为什么需要可观测性,135,233,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 2 章：日志，先让问题能被解释,234,375,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,True,True,True,True,False,5,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 3 章：metrics，给系统建立仪表盘语言,376,567,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,True,True,True,True,False,6,False,8,0,8,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 4 章：P95/P99，别被平均值骗了,568,687,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,True,True,True,True,False,3,False,4,0,4,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 5 章：吞吐、错误率、队列长度和 worker utilization,688,829,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,False,False,False,False,True,False,False,True,True,False,3,False,8,0,8,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 6 章：tracing 基础，理解一次请求的路径,830,933,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 7 章：压测实验设计,934,1096,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,False,False,False,True,False,True,True,False,False,False,False,5,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 7.5 章：负载测量和实验阶段,1097,1173,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,False,2,0,2,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 7.6 章：饱和点、固定回放和实验判定,1174,1392,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,True,False,True,False,False,False,True,True,True,False,5,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 8 章：从 M05 调度实验到真实服务监控,1393,1497,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,2,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 9 章：常见误判和排查顺序,1498,1602,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,False,False,False,False,True,False,False,True,True,False,3,False,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,10_学习模块\M08_监控压测与可观测性\M08_监控压测与可观测性_适配教材.md,第 10 章：报告模板,1603,1725,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,False,False,True,False,True,False,False,True,True,False,0,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 1 章：Kubernetes 解决什么问题,132,220,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,True,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_cleanup_for_stateful_work;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 2 章：Pod，Kubernetes 的最小运行单元,221,368,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,False,False,True,True,True,True,True,True,0,True,8,0,8,candidate_missing_explicit_prerequisites;candidate_missing_ordered_procedure;candidate_missing_cleanup_for_stateful_work
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 3 章：Deployment，管理长期运行服务,369,524,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,False,False,True,False,True,True,True,True,0,True,8,0,8,candidate_missing_explicit_prerequisites;candidate_missing_ordered_procedure;candidate_missing_cleanup_for_stateful_work;candidate_missing_explicit_examples
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 4 章：Service 和 Ingress，给服务稳定入口,525,631,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 5 章：ConfigMap 和 Secret，配置不能写死在镜像里,632,721,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,4,0,4,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 6 章：Job 和 CronJob，运行一次性或定时任务,722,829,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 7 章：HPA，worker 为什么可以扩缩容,830,914,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,True,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_cleanup_for_stateful_work;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 8 章：Scheduler，Pod 如何被放到 Node 上,915,1011,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,10_学习模块\M09_Kubernetes与云原生\M09_Kubernetes与云原生_适配教材.md,第 9 章：P03 最小迁移路线,1012,1123,design-note,design-note,explicit_local_metadata,design-note,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,True,9,0,9,
10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,第 1 章：为什么推理服务是核心压力来源,124,228,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,第 2 章：TTFT、TPOT、tokens/s,229,394,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,第 3 章：batching 和并发，吞吐和尾延迟的取舍,395,506,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,第 4 章：KV cache，为什么上下文和并发会影响资源,507,664,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,8,1,7,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,第 5 章：队列、限流和超时，推理服务不能无限接请求,665,784,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,第 6 章：vLLM、Triton、Ray Serve 分别解决什么问题,785,860,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,2,0,2,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,第 7 章：推理服务要监控哪些指标,861,963,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,2,0,2,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,10_学习模块\M10_AI推理系统_vLLM_Triton\M10_AI推理系统_vLLM_Triton_适配教材.md,第 8 章：最小实验规划,964,1103,instructional,instructional,explicit_local_metadata,concept-like,True,False,False,True,True,False,False,False,True,False,True,False,True,False,0,False,5,0,5,candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 1 章：从工程现象到研究问题,99,192,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 2 章：假设，先写可被验证或否定的判断,193,260,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 3 章：baseline，先有参照物再谈改进,261,338,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 4 章：变量，实验一次只改变少数东西,339,416,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,1,0,1,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 5 章：指标，平均值不能代表尾部体验,417,505,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 5.5 章：Rubric 和人工评测，把主观判断变成可复核记录,506,763,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 5.6 章：最小统计推断，从多 seed 到可复核区间,764,1139,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,True,True,True,True,True,10,False,13,0,13,candidate_missing_explicit_prerequisites
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 6 章：实验记录，结果表只是其中一部分,1140,1245,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,2,0,2,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 7 章：失败分析，实验不支持假设也有价值,1246,1310,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 8 章：实验报告结构,1311,1403,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,3,0,3,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,10_学习模块\M11_科研方法与实验设计\M11_科研方法与实验设计_适配教材.md,第 9 章：导师联系材料怎么写,1404,1461,appendix,appendix,explicit_local_metadata,appendix,True,False,True,True,False,False,False,False,True,False,False,True,True,False,3,False,1,0,1,
10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,第 1 章：为什么金融投研适合做 RAG / Agent 场景,99,236,design-note,design-note,explicit_local_metadata,design-note,True,False,True,False,True,False,False,False,True,False,True,True,False,True,0,False,6,0,6,
10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,第 2 章：金融文档如何进入 RAG,237,479,design-note,design-note,explicit_local_metadata,design-note,True,False,True,False,True,False,False,False,True,True,True,True,False,True,0,False,6,0,6,
10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,第 3 章：金融问答、信息抽取和风险提示,480,607,design-note,design-note,explicit_local_metadata,design-note,True,False,True,False,True,False,False,False,True,False,True,True,False,True,0,False,6,0,6,
10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,第 4 章：投研 Agent 工作流,608,750,design-note,design-note,explicit_local_metadata,design-note,True,False,True,False,True,False,False,False,True,False,True,True,False,True,0,False,6,0,6,
10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,第 5 章：把金融请求接入 P03 workload,751,942,design-note,design-note,explicit_local_metadata,design-note,True,False,True,False,True,False,False,False,True,False,True,True,False,True,0,False,7,0,7,
10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,10_学习模块\M12_金融投研AI场景\M12_金融投研AI场景_适配教材.md,第 6 章：项目展示与简历表达,943,1038,appendix,appendix,explicit_local_metadata,appendix,True,False,True,False,True,False,False,False,True,False,True,True,False,False,2,False,5,0,5,
